,product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent,tags,seller_address,meta_description,meta_keyword
8203,Unstitched Lehenga & Blouse with Dupatta,Inddus,0.0,0,15999,3199,Onesize,lehenga-choli/inddus/inddus-sea-green--beige-embroidered-unstitched-lehenga--blouse-with-dupatta/12491394/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12491394/2020/10/1/7467b87f-eca1-4975-a9a4-9653d2cc9b581601543412527-Inddus-Women-Lehenga-Choli-451601543409463-1.jpg",lehenga-choli,inddus,12800,80,"clothing,women-clothing,lehenga-choli,inddus-lehenga-choli",Gujarat - 395007,Buy Inddus Sea Green & Beige Embroidered Unstitched Lehenga & Blouse With Dupatta - Lehenga Choli for Women from Inddus at Rs. 3199. Style ID: 12491394,"Inddus Sea Green & Beige Embroidered Unstitched Lehenga & Blouse With Dupatta,  Inddus, Lehenga Choli, Topwear, Apparel, Apparel for Women, Buy Inddus Sea Green & Beige Embroidered Unstitched Lehenga & Blouse With Dupatta Online in India, Buy Lehenga Choli at best price"
8204,Ethnic Layered Jumpsuit,W,0.0,0,3799,3039,"XS,S,M,M/L,L,XL,XXL",jumpsuit/w/w-pink--off-white-printed-ethnic-layered-basic-jumpsuit--/17482174/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17482174/2022/3/11/d0a4baa3-07da-479f-929d-8a2e6a3c36fa1646999803273WWomenPinkJumpsuit1.jpg",jumpsuit,w,760,20,"clothing,women-clothing,jumpsuit,w-jumpsuit",Delhi - 110030,Buy W Pink & Off White Printed Ethnic Layered Basic Jumpsuit - Jumpsuit for Women from W at Rs. 3799. Style ID: 17482174,"W Pink & Off White Printed Ethnic Layered Basic Jumpsuit,  W, Jumpsuit, Dress, Apparel, Apparel for Women, Buy W Pink & Off White Printed Ethnic Layered Basic Jumpsuit Online in India, Buy Jumpsuit at best price"
8205,Printed Basic Jumpsuit,W,0.0,0,3799,3039,"XS,S,M,M/L,L,XL,XXL",jumpsuit/w/w-purple--white-printed-basic-jumpsuit/17482192/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17482192/2022/3/11/a5c6c295-243f-48f0-ba0a-39ac665420971647001077221WWomenPurpleJumpsuit1.jpg",jumpsuit,w,760,20,"clothing,women-clothing,jumpsuit,w-jumpsuit",Delhi - 110030,Buy W Purple & White Printed Basic Jumpsuit - Jumpsuit for Women from W at Rs. 3799. Style ID: 17482192,"W Purple & White Printed Basic Jumpsuit,  W, Jumpsuit, Dress, Apparel, Apparel for Women, Buy W Purple & White Printed Basic Jumpsuit Online in India, Buy Jumpsuit at best price"
8206,Printed Dupatta,anayna,4.2,46,1699,679,Onesize,dupatta/anayna/anayna-off-white--red-printed-dupatta/11288402/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/7/064d7a36-9179-4b5e-92f5-eaa9093b00181578375570021-1.jpg",dupatta,anayna,1020,60,"clothing,women-clothing,dupatta,anayna-dupatta",Rajasthan - 302019,Buy Anayna Off White & Red Printed Dupatta - Dupatta for Women from Anayna at Rs. 679. Style ID: 11288402,"Anayna Off White & Red Printed Dupatta,  Anayna, Dupatta, Topwear, Apparel, Apparel for Women, Buy Anayna Off White & Red Printed Dupatta Online in India, Buy Dupatta at best price"
8207,Self Design Sheer Regular Top,Vero Moda,0.0,0,2799,1399,"XS,S,M,L,XL",tops/vero-moda/vero-moda-black-emma-self-design-sheer-regular-top/15780356/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15780356/2021/10/8/40047f3f-ef74-48d9-8a65-625992e7909d1633698413198VeroModaWomenBlackSelfDesign1.jpg",tops,vero-moda,1400,50,"clothing,women-clothing,tops,vero-moda-tops",Maharashtra - 400059,Buy Vero Moda Black Emma Self Design Sheer Regular Top - Tops for Women from Vero Moda at Rs. 1259. Style ID: 15780356,"Vero Moda Black Emma Self Design Sheer Regular Top,  Vero Moda, Tops, Topwear, Apparel, Apparel for Women, Buy Vero Moda Black Emma Self Design Sheer Regular Top Online in India, Buy Tops at best price"
8208,Lipstick-Compact-Foundation,Maybelline,4.4,22700,847,719,Pack,foundation-and-primer/maybelline/maybelline-set-of-creamy-matte-lipstick---compact---poreless-liquid-foundation/15666930/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15666930/2021/9/29/b0337c9f-d70c-4a63-bb64-a1b42647d6271632894308558-Maybelline-Women-Foundation-and-Primer-5511632894308437-1.jpg",foundation-and-primer,maybelline,128,15,"personal-care,women-personal-care,foundation-and-primer,maybelline-foundation-and-primer",Delhi - 110019,Buy Maybelline Set Of Creamy Matte Lipstick   Compact   Poreless Liquid Foundation - Foundation And Primer for Women from Maybelline at Rs. 847. Style ID: 15666930,"Maybelline Set Of Creamy Matte Lipstick   Compact   Poreless Liquid Foundation,  Maybelline, Foundation And Primer, Makeup, Personal Care, Personal Care for Women, Buy Maybelline Set Of Creamy Matte Lipstick   Compact   Poreless Liquid Foundation Online in India, Buy Foundation And Primer at best price"
8209,Structured Handheld Bag with Quilted,Apsis,0.0,0,3499,699,Onesize,handbags/apsis/apsis-maroon-textured-structured-handheld-bag-with-quilted/18684538/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18684538/2022/6/9/43462a51-14ec-405a-9123-b3a5fc88e5b81654786138424WomenMaroonTexturedStructuredHandheldBag1.jpg",handbags,apsis,2800,80,"accessories,women-accessories,handbags,apsis-handbags",Haryana - 122002,Buy Apsis Maroon Textured Structured Handheld Bag With Quilted - Handbags for Women from Apsis at Rs. 699. Style ID: 18684538,"Apsis Maroon Textured Structured Handheld Bag With Quilted,  Apsis, Handbags, Bags, Accessories, Accessories for Women, Buy Apsis Maroon Textured Structured Handheld Bag With Quilted Online in India, Buy Handbags at best price"
8210,Women Zip Around Wallet,Lino Perros,0.0,0,1495,837,Onesize,wallets/lino-perros/lino-perros-women-coffee-brown-croc-textured-zip-around-wallet/18070686/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18070686/2022/5/16/2f59e89b-a617-4dec-8c38-bad8552275dc1652701078061LinoPerrosWomenCoffeeBrownCrocTexturedZipAroundWallet1.jpg",wallets,lino-perros,658,44,"accessories,women-accessories,wallets,lino-perros-wallets",Haryana - 122016,Buy Lino Perros Women Coffee Brown Croc Textured Zip Around Wallet - Wallets for Women from Lino Perros at Rs. 837. Style ID: 18070686,"Lino Perros Women Coffee Brown Croc Textured Zip Around Wallet,  Lino Perros, Wallets, Wallets, Accessories, Accessories for Women, Buy Lino Perros Women Coffee Brown Croc Textured Zip Around Wallet Online in India, Buy Wallets at best price"
8211,Women Cinched Waist Top,Marie Claire,0.0,0,1399,685,"XS,S,M,L,XL",tops/marie-claire/marie-claire-women-pink-halter-neck-georgette-cinched-waist-top/17586454/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17586454/2022/3/19/b2586e0a-c470-422a-b88c-76a2211b04651647701667698MarieClairePinkHalterNeckGeorgetteCinchedWaistTop1.jpg",tops,marie-claire,714,51,"clothing,women-clothing,tops,marie-claire-tops",Delhi - 110020,Buy Marie Claire Women Pink Halter Neck Georgette Cinched Waist Top - Tops for Women from Marie Claire at Rs. 685. Style ID: 17586454,"Marie Claire Women Pink Halter Neck Georgette Cinched Waist Top,  Marie Claire, Tops, Topwear, Apparel, Apparel for Women, Buy Marie Claire Women Pink Halter Neck Georgette Cinched Waist Top Online in India, Buy Tops at best price"
8212,Poly Chiffon Saree,HRITIKA,0.0,0,6599,659,Onesize,sarees/hritika/hritika-green--red-poly-chiffon-saree/18056490/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18056490/2022/4/27/3e5f53c0-2103-4133-9a50-e3ac2ad8a6101651061712091HRITIKAWomenGreenSarees1.jpg",sarees,hritika,5940,90,"clothing,women-clothing,sarees,hritika-sarees",GUJARAT - 395010,Buy HRITIKA Green & Red Poly Chiffon Saree - Sarees for Women from HRITIKA at Rs. 659. Style ID: 18056490,"HRITIKA Green & Red Poly Chiffon Saree,  HRITIKA, Sarees, Saree, Apparel, Apparel for Women, Buy HRITIKA Green & Red Poly Chiffon Saree Online in India, Buy Sarees at best price"
8213,Women Printed Co-ords Set,aarke Ritu Kumar,0.0,0,4500,4500,"XS,S,M,L",co-ords/aarke-ritu-kumar/aarke-ritu-kumar-women-yellow--blue-floral-print-top--trousers/16309428/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16309428/2021/12/10/9acfcddd-2c24-408d-a6c8-73a90bf04f461639111884958-aarke-Ritu-Kumar-Women-Kurta-Sets-2161639111884342-1.jpg",co-ords,aarke-ritu-kumar,0,0,"clothing,women-clothing,co-ords,aarke-ritu-kumar-co-ords",West Bengal - 700015,Buy Aarke Ritu Kumar Women Yellow & Blue Floral Print Top & Trousers - Co Ords for Women from Aarke Ritu Kumar at Rs. 4500. Style ID: 16309428,"Aarke Ritu Kumar Women Yellow & Blue Floral Print Top & Trousers,  Aarke Ritu Kumar, Co Ords, Apparel Set, Apparel, Apparel for Women, Buy Aarke Ritu Kumar Women Yellow & Blue Floral Print Top & Trousers Online in India, Buy Co Ords at best price"
8214,Men Grey Casual Track Pants,Proline Active,0.0,0,1299,1039,"S,M,L,XL,XXL",track-pants/proline-active/proline-active-men-light-grey-solid-mid-rise-elasticated-casual-track-pants/17282440/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17282440/2022/3/19/58dec427-3750-4e38-b543-c954559617831647674338872-Proline-Active-Men-Light-Grey-Solid-Mid-Rise-Elasticated-Cas-1.jpg",track-pants,proline-active,260,20,"clothing,men-clothing,track-pants,proline-active-track-pants",Karnataka - 560029,Buy Proline Active Men Light Grey Solid Mid Rise Elasticated Casual Track Pants - Track Pants for Men from Proline Active at Rs. 1039. Style ID: 17282440,"Proline Active Men Light Grey Solid Mid Rise Elasticated Casual Track Pants,  Proline Active, Track Pants, Bottomwear, Apparel, Apparel for Men, Buy Proline Active Men Light Grey Solid Mid Rise Elasticated Casual Track Pants Online in India, Buy Track Pants at best price"
8215,Men Perfume Gift Set,ULRIC DE VARENS,4.4,16,1195,956,100 ML and Above,fragrance-gift-set/ulric-de-varens/ulric-de-varens-men-perfume-gift-set/7116248/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7116248/2019/8/1/36abb289-3b2d-4ae3-97bd-6f9762b68fa21564641448260-ULRIC-DE-VARENS-Men-Perfume-and-Body-Mist-7481564641446786-1.jpg",fragrance-gift-set,ulric-de-varens,239,20,"personal-care,men-personal-care,fragrance-gift-set,ulric-de-varens-fragrance-gift-set",Maharashtra - 401208,Buy ULRIC DE VARENS Men Perfume Gift Set - Fragrance Gift Set for Men from ULRIC DE VARENS at Rs. 956. Style ID: 7116248,"ULRIC DE VARENS Men Perfume Gift Set,  ULRIC DE VARENS, Fragrance Gift Set, Fragrance, Personal Care, Personal Care for Men, Buy ULRIC DE VARENS Men Perfume Gift Set Online in India, Buy Fragrance Gift Set at best price"
8216,Men Slim Fit Trousers,Allen Solly,0.0,0,2499,1724,"30,32,34,36,38",trousers/allen-solly/allen-solly-men-brown-slim-fit-trousers/15608386/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15608386/2021/9/26/1679d17a-6418-4031-99ea-74169becb4591632594829134AllenSollyMenBrownSlimFitTrousers1.jpg",trousers,allen-solly,775,31,"clothing,men-clothing,trousers,allen-solly-trousers",Karnataka - 560044,Buy Allen Solly Men Brown Slim Fit Trousers - Trousers for Men from Allen Solly at Rs. 1724. Style ID: 15608386,"Allen Solly Men Brown Slim Fit Trousers,  Allen Solly, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Allen Solly Men Brown Slim Fit Trousers Online in India, Buy Trousers at best price"
8217,Women Printed Kurti with Trousers With Dupatta,KAAJH,0.0,0,7140,2499,"S,M,L,XL,XXL",kurta-sets/kaajh/kaajh-women-pink-ethnic-motifs-printed-mirror-work-pure-cotton-kurti-with-trousers--with-dupatta/17548618/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17548618/2022/3/16/d20e00ad-d48b-4721-9378-dc0d29feedca1647432883950KAAJHWomenPinkFloralYokeDesignAngrakhaMirrorWorkPureCottonKu1.jpg",kurta-sets,kaajh,4641,65,"clothing,women-clothing,kurta-sets,kaajh-kurta-sets",RAJASTHAN - 302013,Buy KAAJH Women Pink Ethnic Motifs Printed Mirror Work Pure Cotton Kurti With Trousers & With Dupatta - Kurta Sets for Women from KAAJH at Rs. 2142. Style ID: 17548618,"KAAJH Women Pink Ethnic Motifs Printed Mirror Work Pure Cotton Kurti With Trousers & With Dupatta,  KAAJH, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy KAAJH Women Pink Ethnic Motifs Printed Mirror Work Pure Cotton Kurti With Trousers & With Dupatta Online in India, Buy Kurta Sets at best price"
8218,Ferrari Sweat Bomber Jacket,Puma,4.2,10,7999,4799,"XS,S,M,L,XL,XXL",jackets/puma/puma-men-black-ferrari-sweat-bomber-jacket/15684086/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15684086/2022/5/4/2cde94f7-6ca5-4a83-9bee-b7f6c26762821651663500889PumaMenBlackFerrariSweatBomberJacket1.jpg",jackets,puma,3200,40,"clothing,men-clothing,jackets,puma-jackets",Karnataka - 560048,Buy Puma Men Black Ferrari Sweat Bomber Jacket - Jackets for Men from Puma at Rs. 4799. Style ID: 15684086,"Puma Men Black Ferrari Sweat Bomber Jacket,  Puma, Jackets, Topwear, Apparel, Apparel for Men, Buy Puma Men Black Ferrari Sweat Bomber Jacket Online in India, Buy Jackets at best price"
8219,Solid Padded Jacket,Pepe Jeans,4.7,13,7999,4799,"S,M,L,XL,XXL",jackets/pepe-jeans/pepe-jeans-men-black-solid-padded-jacket/15853070/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15853070/2021/10/19/4da94d2e-c04d-439e-89dc-230f017353bc1634621577413PepeJeansMenBlackLonglinePaddedJacketwithPatchwork1.jpg",jackets,pepe-jeans,3200,40,"clothing,men-clothing,jackets,pepe-jeans-jackets",Karnataka - 560068,Buy Pepe Jeans Men Black Solid Padded Jacket - Jackets for Men from Pepe Jeans at Rs. 4799. Style ID: 15853070,"Pepe Jeans Men Black Solid Padded Jacket,  Pepe Jeans, Jackets, Topwear, Apparel, Apparel for Men, Buy Pepe Jeans Men Black Solid Padded Jacket Online in India, Buy Jackets at best price"
8220,EDGE Jackets,HRX by Hrithik Roshan,4.8,11,5499,3299,"XS,S,M,L,XL,XXL",jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-edge-lifestyle-women-jet-black-rapid-dry-aop-jackets/14646390/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14646390/2021/11/26/584c518f-a26c-418f-8568-877b8e89dbd51637906032762-HRX-by-Hrithik-Roshan-Women-Jackets-9611637906032269-1.jpg",jackets,hrx-by-hrithik-roshan,2200,40,"clothing,women-clothing,jackets,hrx-by-hrithik-roshan-jackets",Delhi - 110001,Buy HRX By Hrithik Roshan EDGE Lifestyle Women Jet Black Rapid Dry AOP Jackets - Jackets for Women from HRX By Hrithik Roshan at Rs. 3299. Style ID: 14646390,"HRX By Hrithik Roshan EDGE Lifestyle Women Jet Black Rapid Dry AOP Jackets,  HRX By Hrithik Roshan, Jackets, Topwear, Apparel, Apparel for Women, Buy HRX By Hrithik Roshan EDGE Lifestyle Women Jet Black Rapid Dry AOP Jackets Online in India, Buy Jackets at best price"
8221,5-Light Jhoomar Ceiling Lamp,Homesake,2.0,4,13000,4499,Onesize,ceiling-lamps/homesake/homesake-gold-toned-5-light-vintage-glass--metal-jhoomar-ceiling-lamp/17419724/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17419724/2022/3/7/a4fd3a7e-a7e6-437c-ab58-8920fcf335061646644656115CeilingLamps1.jpg",ceiling-lamps,homesake,8501,65,"home-furnishing,unisex-home-furnishing,ceiling-lamps,homesake-ceiling-lamps",Uttar Pradesh - 201307,Buy Homesake Gold Toned 5 Light Vintage Glass & Metal Jhoomar Ceiling Lamp - Ceiling Lamps for Unisex from Homesake at Rs. 4499. Style ID: 17419724,"Homesake Gold Toned 5 Light Vintage Glass & Metal Jhoomar Ceiling Lamp,  Homesake, Ceiling Lamps, Home Decor, Home, Home for Unisex, Buy Homesake Gold Toned 5 Light Vintage Glass & Metal Jhoomar Ceiling Lamp Online in India, Buy Ceiling Lamps at best price"
8222,Checked Anti-Skid Carpet,Story@home,0.0,0,9999,5999,5'X7',carpets/storyhome/storyhome-black--brown-checked-anti-skid-carpet/12554798/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12554798/2021/11/16/8756feba-37c9-4374-a607-d4926f1088fa1637033875109-Storyhome-Black--Brown-Checked-Anti-Skid-Carpet-564163703387-1.jpg",carpets,storyhome,4000,40,"home-furnishing,unisex-home-furnishing,carpets,story-at-home-carpets",Gujarat - 390016,Buy Story@home Black & Brown Checked Anti Skid Carpet - Carpets for Unisex from Story@home at Rs. 5499. Style ID: 12554798,"Story@home Black & Brown Checked Anti Skid Carpet,  Story@home, Carpets, Floor Covering, Home, Home for Unisex, Buy Story@home Black & Brown Checked Anti Skid Carpet Online in India, Buy Carpets at best price"
8223,Women Heat Gear High-Rise,UNDER ARMOUR,0.0,0,4499,4499,"XS,S,M,L,XL",tights/under-armour/under-armour-women-black-heat-gear-high-rise-no-slip-waistband-full-length-tights/17254910/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17254910/2022/4/29/6d8130c5-1c64-4b92-8485-d73f3842e9261651211216141HGArmourBrandedLegging1.jpg",tights,under-armour,0,0,"clothing,women-clothing,tights,under-armour-tights",Delhi - 110020,Buy UNDER ARMOUR Women Black Heat Gear High Rise No Slip Waistband Full Length Tights - Tights for Women from UNDER ARMOUR at Rs. 4499. Style ID: 17254910,"UNDER ARMOUR Women Black Heat Gear High Rise No Slip Waistband Full Length Tights,  UNDER ARMOUR, Tights, Bottomwear, Apparel, Apparel for Women, Buy UNDER ARMOUR Women Black Heat Gear High Rise No Slip Waistband Full Length Tights Online in India, Buy Tights at best price"
8224,Printed Cotton Bedding Sets,Layers,0.0,0,8999,4499,Double King,bedding-set/layers/layers-grey--black-ethnic-motifs-printed-cotton-bedding-sets/17436168/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17436168/2022/3/8/a47b4fc7-3888-4a09-97b0-f83cd3e9803b1646728980287BeddingSet1.jpg",bedding-set,layers,4500,50,"home-furnishing,unisex-home-furnishing,bedding-set,layers-bedding-set",Maharashtra - 400021,Buy Layers Grey & Black Ethnic Motifs Printed Cotton Bedding Sets - Bedding Set for Unisex from Layers at Rs. 4499. Style ID: 17436168,"Layers Grey & Black Ethnic Motifs Printed Cotton Bedding Sets,  Layers, Bedding Set, Bedding, Home, Home for Unisex, Buy Layers Grey & Black Ethnic Motifs Printed Cotton Bedding Sets Online in India, Buy Bedding Set at best price"
8225,Ethnic Motifs Printed Double Queen Bedding Set With Comforter,SPACES,0.0,0,4999,4499,Double Queen,bedding-set/spaces/spaces-white--brown-ethnic-motifs-printed-double-queen-bedding-set-with-comforter/13939912/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/23/e32109ef-85e4-45e0-b547-be630093bf681616484239495-1.jpg",bedding-set,spaces,500,10,"home-furnishing,unisex-home-furnishing,bedding-set,spaces-bedding-set",Gujarat - 370110,Buy SPACES White & Brown Ethnic Motifs Printed Double Queen Bedding Set With Comforter - Bedding Set for Unisex from SPACES at Rs. 4499. Style ID: 13939912,"SPACES White & Brown Ethnic Motifs Printed Double Queen Bedding Set With Comforter,  SPACES, Bedding Set, Bedding, Home, Home for Unisex, Buy SPACES White & Brown Ethnic Motifs Printed Double Queen Bedding Set With Comforter Online in India, Buy Bedding Set at best price"
8226,Women Floral Printed Pyjamas,Smarty Pants,0.0,0,1299,649,"S,M,L,XL",pyjamas/smarty-pants/smarty-pants-women-blue--white-floral-printed-pyjamas/18034886/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18034886/2022/4/26/b2cadae4-b823-44b9-a51a-e41da6da96411650953726471SmartyPantswomenscottonbluecolorfloralprintpajama1.jpg",pyjamas,smarty-pants,650,50,"clothing,women-clothing,pyjamas,smarty-pants-pyjamas",Gujarat - 395010,Buy Smarty Pants Women Blue & White Floral Printed Pyjamas - Pyjamas for Women from Smarty Pants at Rs. 636. Style ID: 18034886,"Smarty Pants Women Blue & White Floral Printed Pyjamas,  Smarty Pants, Pyjamas, Bottomwear, Apparel, Apparel for Women, Buy Smarty Pants Women Blue & White Floral Printed Pyjamas Online in India, Buy Pyjamas at best price"
8227,Opaque Casual Shirt,Marks & Spencer,0.0,0,2999,1799,"36,40,42,44,47",shirts/marks--spencer/marks--spencer-men-blue-tartan-checks-opaque-checked-casual-shirt/14096522/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14096522/2021/10/12/6ddadfc6-8e2e-4aae-a57e-8722a2d7f3941634016605408-Marks--Spencer-Men-Shirts-1161634016604851-1.jpg",shirts,marks--spencer,1200,40,"clothing,men-clothing,shirts,marks-and-spencer-shirts",Delhi - 110002,Buy Marks & Spencer Men Blue Tartan Checks Opaque Checked Casual Shirt - Shirts for Men from Marks & Spencer at Rs. 1799. Style ID: 14096522,"Marks & Spencer Men Blue Tartan Checks Opaque Checked Casual Shirt,  Marks & Spencer, Shirts, Topwear, Apparel, Apparel for Men, Buy Marks & Spencer Men Blue Tartan Checks Opaque Checked Casual Shirt Online in India, Buy Shirts at best price"
8228,Women Striped Maxi Dress,AKKRITI BY PANTALOONS,0.0,0,1899,1899,"XS,S,M,L,XL,XXL",dresses/akkriti-by-pantaloons/akkriti-by-pantaloons-women-green-striped-ethnic-maxi-dress/17752812/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17752812/2022/4/4/c0ba4cb3-1597-4773-baed-5c94b4a79f7f1649077561596AKKRITIBYPANTALOONSGreenStripedEthnicMaxiDress1.jpg",dresses,akkriti-by-pantaloons,0,0,"clothing,women-clothing,dresses,akkriti-by-pantaloons-dresses",Karnataka - 560044,Buy AKKRITI BY PANTALOONS Women Green Striped Ethnic Maxi Dress - Dresses for Women from AKKRITI BY PANTALOONS at Rs. 1899. Style ID: 17752812,"AKKRITI BY PANTALOONS Women Green Striped Ethnic Maxi Dress,  AKKRITI BY PANTALOONS, Dresses, Dress, Apparel, Apparel for Women, Buy AKKRITI BY PANTALOONS Women Green Striped Ethnic Maxi Dress Online in India, Buy Dresses at best price"
8229,Floral Chiffon A-Line Dress,20Dresses,4.2,5,2195,1097,"XXL,3XL,4XL",dresses/20dresses/20dresses-blue-floral-chiffon-a-line-dress/16042752/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16042752/2021/11/9/833e635f-c15a-4c62-99bb-bf717fa91dc4163645953598120DressesBlueFloralChiffonA-LineDress1.jpg",dresses,20dresses,1098,50,"clothing,women-clothing,dresses,20dresses-dresses",Maharashtra - 421302,Buy 20Dresses Blue Floral Chiffon A Line Dress - Dresses for Women from 20Dresses at Rs. 1097. Style ID: 16042752,"20Dresses Blue Floral Chiffon A Line Dress,  20Dresses, Dresses, Dress, Apparel, Apparel for Women, Buy 20Dresses Blue Floral Chiffon A Line Dress Online in India, Buy Dresses at best price"
8230,Men Joggers,Justice League,4.0,159,2199,879,"S,M,L,XL",track-pants/justice-league/justice-league-men-olive-green-joggers/6975322/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6975322/2019/12/23/462b6336-ba33-4a64-8323-2e5c283f20361577088908198-Justice-League-Men-Olive-Green-Joggers-7651577088906575-1.jpg",track-pants,justice-league,1320,60,"clothing,men-clothing,track-pants,justice-league-track-pants",Delhi - 110020,Buy Justice League Men Olive Green Joggers - Track Pants for Men from Justice League at Rs. 769. Style ID: 6975322,"Justice League Men Olive Green Joggers,  Justice League, Track Pants, Bottomwear, Apparel, Apparel for Men, Buy Justice League Men Olive Green Joggers Online in India, Buy Track Pants at best price"
8231,Men Solid Cotton Track Pants,Mast & Harbour,4.3,14,1999,999,"S,M,L,XL,XXL",track-pants/mast--harbour/mast--harbour-men-rust-brown-solid-pure-cotton-track-pants/14885990/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14885990/2022/1/17/60164c04-11b1-4009-9986-edec369d66091642403573663-Mast--Harbour-Men-Rust-Trousers-9721642403572957-1.jpg",track-pants,mast--harbour,1000,50,"clothing,men-clothing,track-pants,mast-and-harbour-track-pants",Karnataka - 560029,Buy Mast & Harbour Men Rust Brown Solid Pure Cotton Track Pants - Track Pants for Men from Mast & Harbour at Rs. 999. Style ID: 14885990,"Mast & Harbour Men Rust Brown Solid Pure Cotton Track Pants,  Mast & Harbour, Track Pants, Bottomwear, Apparel, Apparel for Men, Buy Mast & Harbour Men Rust Brown Solid Pure Cotton Track Pants Online in India, Buy Track Pants at best price"
8232,Men Solid Slim-Fit Velvet Bandhgala Blazer,RARE RABBIT,3.8,6,7999,4799,"36,38,40,42,44,46",blazers/rare-rabbit/rare-rabbit-men-maroon-solid-slim-fit-velvet-bandhgala-blazer/16421140/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16421140/2022/5/27/cf34b336-ee2a-4b80-8886-8895e073fc7c1653590876176RARERABBITMenMaroonSolidSlim-FitVelvetBandhgalaBlazer1.jpg",blazers,rare-rabbit,3200,40,"clothing,men-clothing,blazers,rare-rabbit-blazers",Karnataka - 562106,Buy RARE RABBIT Men Maroon Solid Slim Fit Velvet Bandhgala Blazer - Blazers for Men from RARE RABBIT at Rs. 4799. Style ID: 16421140,"RARE RABBIT Men Maroon Solid Slim Fit Velvet Bandhgala Blazer,  RARE RABBIT, Blazers, Topwear, Apparel, Apparel for Men, Buy RARE RABBIT Men Maroon Solid Slim Fit Velvet Bandhgala Blazer Online in India, Buy Blazers at best price"
8233,Men Slim Fit Regular Trousers,Louis Philippe,4.0,6,2999,2549,"30,32,34,36,38",trousers/louis-philippe/louis-philippe-men-black-slim-fit-solid-regular-trousers/11547876/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/20/7e7a45f3-4dfe-457b-8a42-fd9ba62edabb1582157144329-1.jpg",trousers,louis-philippe,450,15,"clothing,men-clothing,trousers,louis-philippe-trousers",Delhi - 110002,Buy Louis Philippe Men Black Slim Fit Solid Regular Trousers - Trousers for Men from Louis Philippe at Rs. 2549. Style ID: 11547876,"Louis Philippe Men Black Slim Fit Solid Regular Trousers,  Louis Philippe, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Louis Philippe Men Black Slim Fit Solid Regular Trousers Online in India, Buy Trousers at best price"
